"This is just and example of how to implement the Run Shell Script action, it can be done numerous ways however you just have to pick what method you want to pass the Folders in Finder to it, the rest is done by the script.<a href=""https://i.stack.imgur.com/1wIFZ.png"" rel=""nofollow noreferrer"">The image below shows the code with syntactical highlighting and is included as it helps in reading the code (especially when the code isn't commented, sorry don't have time at the moment).<a href=""https://i.stack.imgur.com/LytUF.png"" rel=""nofollow noreferrer"">Note: The bash script is not coded to handle an embedded newline in the name of a filesystem object, which IMO doesn't belong there in the first place!",F
"Feel free to modify as needed/wanted to suite your needs, adding/modifying code and or additional error checking if/when wanted/needed.",R
"Additionally, this is by no means the only way to code  the script to handle what you want automated but it's what I threw together to get something posted for you.",F
"If you have any questions, just ask.",R
I'm absolutely flabbergasted.,F
Thank you so much.,F
It works perfectly.,F
I've been up all night spinning my wheels trying to work with Hazel and Automator to do this but it looks like I simply need to learn shell scripting.,F
"This may seem like a menial task to you, but to me, it's a huge inspiration.",F
"I've always thought of myself as more of a liberal arts guy rather than a STEM guy, but, seeing how a basic knowledge of coding can streamline my workflow changed me.",F
I'm going to burn through some tutorials in the morning to make sense of this script as a starting point.,F
Thanks again!,F
I owe you.,F
"@Devon Delamarter, You're welcome, glad I could help!",F
"BTW I just modified the _code_ slightly, so you might want to update it in your Automator _action_.",F
I added `|| exit 1` to the `cd ...` command in case for some reason it fails it can exit at that point.,F
"Shouldn't fail as the existence of the directory is tested before hand, but extra error checking never hurts.",F
"I also removed the `$` from the _variables_ in the _shell arithmetic_ as it really isn't needed in that application, just a habit because it's needed to expand the _variables_ elsewhere.",F
:)  Just C&P the whole block of code again.,F
"
"
Is there a way to filter the console by multiple criteria?I'd like to display only warnings and errors from the PHP log file.,R
"The following searches for the string <code>error warning</code> which doesn't exist<a href=""https://i.stack.imgur.com/yQsRa.png"" rel=""nofollow noreferrer"">",F
"When you open Console, you automatically enter ""All messages"" section, but you can try switching to Errors and Faults filter which is already created there.",F
"<a href=""https://i.stack.imgur.com/udk0L.png"" rel=""nofollow noreferrer"">It will give you additional search options the next time you try to filter messages, just click on a search bar and choose what type of messages you want to view.Hope it'll help.",F
"It appears this only works with the device log, which doesn't record the Apache/PHP errors.",F
I moved my PHP log into the /Library/Logs folder that's listed in the Reports column.,F
All Messages and Errors & Faults becomes grayed out.,F
I see.,F
"Sorry, there's no other solution I can think of at the moment.",F
"
"
"I am looking for a solution to connect a MacBook Pro 11,4 (15"" retina model from mid 2015) to two monitors.",F
"The present question is different from prior questions on dual monitor for Macbook Pro, as it is for a specific model (specific ports) and monitors with specific connections.Both monitors have VGA and DVI connections, but my MacBook Pro has two ThunderBolt ports and a HDMI port.",F
You'll want to purchase 2 mini-DisplayPort to DVI cables.,F
Connect the DVI end to the monitor and the mini-DisplayPort into the Thunderbolt ports on the MacBook Pro.,R
Do you know of any docking solutions as an alternative?,R
"Yes, there's lot of dock options available from Belkin, Elgato, OWC, etc.",F
Check out a list here: http://www.macworld.com/article/2920233/laptop-accessories/thunderbolt-2-docks-roundup-connecting-multiple-devices-to-your-mac-laptop-has-never-been-easier.html,R
"
"
I am trying to set password when active the screen saves.,F
This option is in Security &amp; Privacy -> Require Password checkbox.The problem is that this checkbox is gray - read only access - even if I unlock this in padlock.,F
I am also using the administrator user.How solve it?,R
Is there any Terminal command to add the password?I am using macOS Sierra 10.12.3.,R
"Go to System Preferences > Security &amp; Privacy > General:Select the option ""Require password"" and set ""immediately"" on the box with the options.<a href=""https://i.stack.imgur.com/hp84D.png"" rel=""nofollow noreferrer"">In order to activate the box you have to click on the lock button.",R
It will require your password and you can now make changes.,F
I said that it still gray even with this unlock.,F
So  your Mac's Shit,F
"
"
"Out of the blue, my iMac (late 2010, running El Capitan) started refusing to boot.",F
"The progress bar would take forever to reach 100%, and then it would just stop there once it reached it; all the while the fan running loudly.I am able to boot into Recovery Mode, and I can even run Disk Utility (it doesn't detect any problems.)",F
"However, when I attempt to reinstall the OS, it tells me:<blockquote>  This disk has S.M.A.R.T.",F
errors.,F
This disk has a hardware problem that can't be repaired.,F
"Back up as much of the data as possible and replace the disk.</blockquote>I have an outdated Time Machine backup, made before I upgraded from Mountain Lion to El Capitan.",F
"Most of the data in the backup is the same, but there are a few GBs of new files I'd like to backup as well.Since Disk Utility tells me everything is okay, am I able to somehow mount an external, and backup files?",R
Possibly through Terminal?,R
"And If I were to use the drive with the old Time Machine backup on it, would I have to delete the backup before writing new data to the drive?I'm not very computer savvy, but I can manage my way through Terminal with a lot of instruction.",F
"So please, try to answer in terms I will understand.",R
Thanks.,F
"Whatever you do, leave the faulty disk alone until you know what you are going to do.",F
The risk that the disk breaks entirely any moment now is very high.,F
This answer assumes you don't have FileVault enabled.Get an external backup disk that has enough capacity and connect it.Press cmd+alt+R before the boot screen appears to enter internet recovery mode.,R
"This loads the recovery mode from the internet, which will be very slow.",F
The advantage is that there is no stress on the faulty disk.Method A – If you want to save individual files:Go to the menu bar and select Terminal.Copy the files you want to rescue using <code>cp</code>.,R
"For instance, if you have a folder <code>rescueme</code> on your desktop, you can use the following command: <code>cp -r /Volumes/mydisk/Users/myusername/Desktop/rescueme /Volumes/mybackupdisk/</code>This will copy all files and subfolders of <code>rescueme</code> onto your backup drive called <code>mybackupdisk</code>.Method B – If you want to make a full backup:Enter the Disk Utility toolSelect the Disk that you want to back upIn the menu bar select <code>File &gt; New Image &gt; Image from “mydisk”</code>Select your options.",F
E.g.,F
you may want to compress the image to save some space on the backup disk.Press <code>Save</code> and wait.It is likely that some parts of your disk are not readable anymore.,R
Therefore the method B may not work and you should first try to save the most important files manually (i.e.,F
"method A).Method C - if you have another Mac:Connect the two computers, e.g.",F
"with a Thunderbolt cable.On your broken iMac, press T at the boot screen to enter <a href=""https://support.apple.com/en-us/HT201462"" rel=""nofollow noreferrer"">target disk mode.Now you can use the Finder to browse the broken disk and copy files.",F
Thank you so much for these suggestions.,F
I will try methods C & A first.,F
"Unfortunately I don't have an external drive large enough to backup the 2TB desktop; previously I was just banking up select files via Time Machine onto my 1TB external.One quick question: what kinds of cords will work to connect two computers, as you've outlined in Method C?",F
"The desktop is far older than my laptop, and it doesn't have any Thunderbolt sockets.",F
have a look at the link.,R
I guess your only option may be a firewire cable.,F
you could open another question about that - if it hasn't been answered yet,F
"
"
Is there a way to use Mic/Line in as an output to plug a second set of earphones?,R
I gave a shot with JackPilot which is not compatible with macOS 10.12.3.,F
"No, however you could purchase a USB device that gives you a headphone output and use Audio MIDI Setup in macOS to aggregate outputs so it would output on both.",F
"Steps for that are here:<a href=""http://lifehacker.com/5933282/how-to-aggregate-and-use-multiple-audio-inputs-and-outputs-in-os-x"" rel=""nofollow noreferrer"">http://lifehacker.com/5933282/how-to-aggregate-and-use-multiple-audio-inputs-and-outputs-in-os-xAlternatively, just buy a headphone splitter to split your one 3.5 mm jack into two.",R
"Like this:<a href=""http://rads.stackoverflow.com/amzn/click/B00009WQSR"" rel=""nofollow noreferrer"">https://www.amazon.com/Belkin-Speaker-and-Headphone-Splitter/dp/B00009WQSR",F
Any sources about your *No*?,R
I've been a mac admin for going on 20 years now.,F
"I know this was possible on some windows devices back in the day, but this was because there was custom driver and software support created for certain sound cards.",F
"I'd imagine there might be some tool or driver someone could create to do this, but I've never seen it before.",F
"
"
I recently uninstalled a VirtualBox installation that was made available to all users using the provided tool.,F
"I went to re-install for a single user, but it will only let me install for all users, not single user or specific location.",F
How can I resolve this problem?I'm using a 2013 MacBook Pro with MacOS Sierra,R
"You can't, I'm afraid.",F
"I filed a <a href=""https://www.virtualbox.org/ticket/2054"" rel=""nofollow noreferrer"">bug about this years ago, and it was closed as wontfix.",F
Any alternatives that do allow it?,R
Not sure...,F
I also use VMWare Fusion and it will certainly run from folders other than /Applications (e.g.,F
"~/Applications), but I don't recall if there's an option to specify install location out of the box.",F
"
"
"I have a keyboard shortcut set for lockscreen - ctrl-shift-F15 but if the finder menu bar is visible, the shortcut doesn't work.",F
"This is in El-Capitan on a macbook pro 2015 and I am using an external microsoft natural keyboard 4000.I followed these steps in setting up the lockscreen shortcut:<a href=""http://www.macyourself.com/2013/01/27/how-to-lock-your-mac-screen-with-a-keyboard-shortcut"" rel=""nofollow noreferrer"">http://www.macyourself.com/2013/01/27/how-to-lock-your-mac-screen-with-a-keyboard-shortcutThank you !",F
"Without knowing your exact model of Mac and version of macOS, I have a different way for you to achieve the exact same thing without having to create an Automator service and setting a keyboard shortcut.Follow these steps:Go to Apple > System PreferencesClick on Security &amp; PrivacySelect the General tabTick the checkbox for requiring a password after sleep or screensaver begins (if you can't tick it, unlock the Padlock at bottom left of the window).",R
"Note: You may need to enter a password to make the change.Now from the associated drop-down, select ImmediatelyExit System PreferencesNow you can lock the screen with one of two built-in macOS keyboard shortcuts (depending on your Mac model):Control+Shift+EjectControl+Shift+Power ButtonThe above macOS shortcuts will put your display to sleep, and because of the change in your Security &amp; Privacy preferences, this will activate the password prompt upon waking it up.Touch Bar modelsIf you have a 2016 MacBook Pro with Touch Bar, the above keyboard shortcuts aren't available.",F
"Instead, you can:Go to Apple > System PreferencesClick on KeyboardClick on the Customize Control Strip buttonFrom here you'll see options for either a Lock Screen button or a Display Sleep buttonSelect one of theseExit System PreferencesYou can now lock your screen by pressing a button on the Touch Bar.",R
Thank you.,F
Outside of the lock icon when using a non-mac keyboard I still like the lock shortcut it would just be nice if it worked when the finder menu bar was visible.,F
I have put the lock button into the top menu bar tray and I use that when I don't want to loose my vpn access.,F
For some reason the lockscreen method above when locking the screen causes my vpn to disconnect though other tasks that run in the background appear to be fine.,F
"If you're connecting to your VPN via Wi-Fi, you may want to read the various answers to this [question](https://apple.stackexchange.com/q/71884/168832) as they offer many solutions to a Wi-Fi disconnection during screen lock.",F
Wired connection.,F
I tested it again and same thing I used the crtl-shift-f15 and it shows my screensaver and the cisco vpn drops the connection.,F
Clicking the lock icon in the tray of the ios menu bar works and does not drop the vpn connection.,F
Any more thoughts on why the keyboard shortcut wouldn't work with the finder being the active program?,R
"Not really, but I do have a suggestion re your dropped vpn connection.",F
Namely you would create a new location and then ensure that your wired (I assume ethernet) connection is at the top of your Service Order.,F
Go to System Preferences > Network.,R
At the top use the Location drop-down to select _Edit Location_.,F
Click on the plus button to add a new location (e.g.,R
Home).,F
Click Done.,R
"Now, on your main window, ensure you have the new location selected......Now, click on the cog icon and select _Set Service Order..._ In the list that appears, ensure your vpn connection is at the top (just click and drag).",R
Make sure other items are also in the order you want.,R
Click OK.,R
"While you're at it, on the main Network preference window you may want to totally remove any services you know you won't use (select and click the minus button).",F
Then click the Apply button and exit System Preferences.,R
"
"
I'm creating a database on Filmaker Pro (FMP) of images that will be stored in a folder.,F
"I would like this folder to have an automatic action where I can, occasionally, drag one or more image files into the folder and their ""basenames"" will each be automatically renamed with unique random (ten) alphanumeric series string that will not clash with whatever filenames already in the folder.Is there a clever AppleScript or other technique to get this done?",R
"I'm a mid-level user, I only know how to use Automator, where it can't be done.Failing an automatic solution, I could use a random string generator and change filenames manually.",F
"Okay total different approach.Use AppleScript only.Step 1: Create folders (input and output)Step 2: Create script<pre><code>on adding folder items to theAttachedFolder after receiving theNewItems    set text item delimiters to "".""",R
"set outputFolder to POSIX file ""/Users/YOURUSERNAME/Desktop/random/output/""    tell application ""Finder""        set all_files to every item of theNewItems as list        --now we start looping through all selected files.",R
'index' is our counter that we initially set to 1 and then count up with every file.,F
"repeat with index from 1 to the count of all_files            set x to """"            repeat 10 times                set x to x &amp; some item of ""abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ1234567890""            end repeat            set new_name to x            --using our index, we select the appropriate file from our list            set this_file to item index of all_files            set file_name_count to text items of (get name of this_file)            --lets check if the current file from our list (based on index-number) has even any file-extension            if number of file_name_count is 1 then                --file_name-count = 1 means, we extracted only 1 text-string from the full file name.",R
So there is no file-extension present.,F
"set file_extension to """"            else                --yup, we are currently processing a file that has a file-extension                --we have to re-add the original file-extension after changing the name of the file!",F
"set file_extension to "".""",R
"&amp; item -1 of file_name_count            end if            --let's rename our file and add the file-extension to it            set dupeFile to duplicate this_file to outputFolder            delete this_file            set the name of dupeFile to new_name &amp; file_extension as string        end repeat    end tellend adding folder items to</code></pre>Step 3: Save script in ~/Library/Scripts/Folder Action Scripts/Step 4: Right mouse click on input folder > Services > Folder Action Setup<a href=""https://i.stack.imgur.com/icYwU.png"" rel=""nofollow noreferrer"">Step 5: Connect script to folder.",R
"Left part you add your input folder, click on folder in the left list.At the right list you choose your script.<a href=""https://i.stack.imgur.com/uN7Ky.png"" rel=""nofollow noreferrer"">Step 6: Add a bunch of files in the input folder.",R
They are getting random names in the output folder and are deleted from the input folder.Do not forget to change the outputFolder value inside the script!,R
Thank you.,F
"I presume that script step must work together with an Automator step ""Rename Finder Items"".",F
I can't see how to add the random string into the filename field.,F
@user3439894 I'm curious what the OP already have inside his Automator Workflow.,F
Link should work.,F
When I'm back home I will take a look if I get it working for multiple files.,F
The problem I had with using 1 folder that it creates an endless loop.,F
"If you have any suggestion, please feel free to share ;-)Okay, I switched to AppleScript only.",F
Learned you can also make folder actions with AppleScript :D,F
Thank you very much.,F
I hope I’m not causing too much trouble.,F
"I merely requested an “imagined solution” that would suit my needs, without considering how it would be achieved.",F
I will try the solutions provided here and see how it goes.Your methods works!,F
:D Much appreciated.,F
Great fun to see it happen as requested.,F
"Although, I'm hoping that @user3439894 can help me with his singular folder solution.So far so good.",F
(Y)@user3439894.,F
No luck with the singular folder solution?,R
It is odd that it worked on a recent MacOs but not on the latest OS.,F
"
"
I have a iMac (Late 2013) which has a standard 1TB 7200 RPM hard drive.,F
"Long story short, I noticed a dramatic slowdown in Windows (in Bootcamp) and on the Mac.",F
"After installing DriveDx, it reported that I had around 8,600 Reported Uncorrectable Errors.",F
"To my knowledge, that essentially means bad blocks/sectors.",F
"After looking at <a href=""https://apple.stackexchange.com/questions/81093/what-are-next-steps-when-fsck-reports-could-not-be-repaired-after-3-attempts"">this post, I followed the <code>fsck_hfs</code> commands.",F
I actually checked for bad blocks first using the <code>/sbin/fsck_hfs -S /dev/disk0s2</code> and then ran the <code>/sbin/fsck_hfs -drfy /dev/disk0s2</code> command.,F
"After running the check Debug, Repair, Force command five times, all it would return is ""The volume was modified"" which to my research says that it is not complete, and that you should run it again.A couple of questions.",F
Does this command actually do anything to fix bad blocks?,R
"And if not, is there another command to actually fix the problem?Thanks.",R
"Your disk is failing.To answer your questions - yes, it attempts to rescue the data and mark the bad blocks so they won't be used in the future and no, there is no command to fix bad blocks.",F
"Bad blocks are physical problems on the storage media.The <code>-S</code> option, per the man page (<a href=""https://developer.apple.com/legacy/library/documentation/Darwin/Reference/ManPages/man8/fsck_hfs.8.",F
"html"" rel=""nofollow noreferrer""><code>man fsck_hfs</code>):<blockquote>  Cause fsck_hfs to scan the entire device looking for I/O errors.",F
"It  will attempt to map the blocks with errors to names, similar to the  -B option.</blockquote>(emphasis mine)When you run fsck_hfs, it attempts to repair the file system - there's no guarantee that it fixes it.In a previous <a href=""https://apple.stackexchange.com/a/286380/119271"">post, I referenced that the hard drive in the iMac generally has a <a href=""https://support.wdc.com/warranty/warrantypolicy.aspx?lang=en"" rel=""nofollow noreferrer"">3 year warranty (2 years after 2012) so basically, you're about 4 to 5 years into a drive expected to last about 3.",F
"Chances are, it's failing.I suggest <a href=""https://apple.stackexchange.com/a/238093/119271"">replacing the drive.",F
Do you think zeroing the drive would help?,R
"In the linked [post](https://apple.stackexchange.com/a/231920/119271) - I reference another answer about ""stress testing the drive;""  And no...this has no benefit.",F
"1 more thing, DriveDx says that the drive is ""Failing"" but in Disk Utility, the SMART status says it is ""Verified.""",F
Which one is that is more reliable?,R
Thanks,F
DriveDX is more reliable.,F
[Smartmontools](https://www.smartmontools.org/) will also give you better info.,F
"DiskUtil's SMART status is like the ""check engine light"" in your car.",F
Sometimes it only comes on AFTER the engine has blown up.,F
"
"
I need some help finding some language software,R
I have been looking at Pimlseur,F
I have taken out the a cd,F
but it is Quick & Simple,F
I need the comprehensive egyptian arabic,R
"{Hi [User First Name], this is [Lib.",G
First Name] in Maryland.,F
I'm part of an international network of librarians that helps to answer questions for your library when they're not available.},F
ISBN-10 : 0743506596,F
hello,G
I was trying to get a hold of this book,F
software,F
sorry,F
I think its both,F
Software would mean it would be used on the computer...,F
is that what you are looking for?,R
Yes,F
Ok.,F
"The isbn you gave me is an audio cd, not software.",F
ISBN-13 : 9780743506595,F
When I go to the Pimsleur website,F
I see these two ISBN's,F
"Yes, that's an audio CD, not software.",F
It is supposed to teach reading,F
so I am assuming there must be a book as well,F
?,R
It doesn't teach reading...,F
It is a language program that teaches speaking and understanding the language.,F
through an audio cd,F
Are you still interested in finding it?,R
9780743544900,F
how about this one?,R
because from there site this should be both,F
It's still primarily an audio CD.,F
"It may have a small lesson book to go along with it, but it is not computer software.",F
Ok,F
0743544900,F
Why do these have two ISBN's,R
what is the difference between ISBN 10 or 13?,R
"In the past couple of years there was a change in the ISBN structure, so some items have 2 numbers.",F
"Eventually there will only be a 13 digit number, but for now there are two.",F
ah ok,F
Gotcha,F
though one maybe referenced multimedia and the other books,F
Your library does not have these items.,R
"You can try to get them through Interlibrary Loan, although CDs are not always loaned through ILL.",F
yes I am interested in knowing if the library carries Comprehensive egyptian arabic 1,F
ok,F
Here is the ILL link:,R
http://tsl.illiad.oclc.org/illiad/txn/logon.html,F
you mean the whole of the houston library system doesnt carry them?,R
"Yes, that's correct.",F
"The catalog searches the whole system, not just one branch.",F
Ok,F
so when using ILL that will borrow from a neighboring county library system or something similar?,R
"Yes, that's correct.",F
Is it only Pimsleur you want?,R
The library has other Arabic courses.,F
Because I dont only need to go to Alief,F
I mean I can go another branch,F
but if Houston Library doesnt have them,F
then thats different,F
What else is available,R
The Houston catalog searches all the branches.,F
could you tell me,R
"Actually, there are other pimsleur courses available:",F
http://catalog.houstonlibrary.org/search~S0/?searchtype=X&searcharg=pimsleur+arabic&SORT=D&extended=1&searchlimits=&searchorigarg=i9780743544900,F
"The Complete Course is thorough, and you would start with IA",F
1A,F
Then 1B,F
"Then 2A, etc.",F
Correct,F
But that is different then the ISBN's I gave you before,F
?,R
"Yes, that's why I asked if you wanted something different.",F
That would still teach you the language.,F
Yes that would work,F
Ok.,F
do they incude written though,R
learning to read and write,F
"Just like the ones you originally saw, they include a small, supplemental book.",F
"It is mostly audio, for listening and speaking.",F
All the Pimsleurs are set up that way.,F
Ok,F
Ok,F
are there any larger books that can be used to improve reading though,R
that come with dvd,F
Just a moment.,R
I'll take a look.,F
thank you,F
"Here is a book, it does not come with a dvd or cd, but it would cover reading:",F
http://catalog.houstonlibrary.org/search~S0?/dArabic+language+--+Self-instruction./darabic+language+self+instruction/-3%2C-,R
Do you carry Alif Baa,R
ISBN 1589010361,F
You can search the catalog by isbn...,F
have you done that before?,R
yeah I see,F
So I can use the site that i see now to search by ISBN,F
"Yes, that's correct.",F
ok thank you then,F
I will wait on the other books,F
You're welcome.,G
Does that completely answer your question?,R
Yes,F
thank you for your help,F
You're welcome.,G
{Good bye and thank you for using our info 24/7 chat reference service!},B
"
"
I am looking for any books you might have by Jo Petty.,R
I believe all the books have inspirational sayings or quotes in them.,F
"{Hi, my name is [Lib.",G
First Name].,F
I'm a librarian in Madison.},F
You are using the Milwaukee Public Library correct?,R
"Yes, I recently moved here and now have a library card at the MLK library",F
The cataloging is showing 3 books by Jo Petty.,F
http://countycat.mcfls.org/search~S1?/aPetty%2C+Jo/apetty+jo/1%2C2%2C4%2CB/exact&FF=apetty+jo&1%2C3,R
"terrific, can they be sent to MLK library for me?",R
"Also, while I have you on the line, do you know if MLK carries the  ""FIRST"" women's magazine and if I can check out prior issues?",R
thanks,F
I have never logged in before - I see the bar code number but I don't know if I have a pin????,R
- how do I ask for these to be sent to MLK?,R
Since you haven't logged on before I would recommend calling MLK to have them request these books for you.,F
You can reach them at (414) 286-3098,F
They should also be able to tell you what your pin is.,F
"I am only seeing First at the Central library, Cudahy, St. Francis, and South Milwaukee branches.",F
"First appears to be non-circulating, only for use in the library.",F
"ok, thanks for the info.",F
I believe MLK is closed for the evening but I will try them tomorrow.,F
I don't see any book numbers to jot down so I will just ask for them by name.,F
Did you notice of those books were at MLK or do I need to ask that they be sent there?,R
You should receive a transcript of this chat session in your email.,F
It will include the link to the web page with the Jo Petty books.,F
wow!,F
I am impressed.,F
This is a great.,F
"Nice talking with you, [Lib.",F
First Name].,F
You're welcome!,G
Have a great night!,R
"
"
"I am looking for this article to be used in a research paper for the course BBUS 590: ""Drivers of sales and marketing collaboration in business-to-business selling organisations"".",F
I can't find the article from UW library.,R
Can you help me find it?,R
Thx.,F
Hi [User Name],G
"Hi, [Lib.",G
First Name],F
Do you have the information about the source of the article?,R
That's what you would use to see if UW has access.,F
This is the hyperlink: http://web.ebscohost.com.offcampus.lib.washington.edu/ehost/viewarticle?data=dGJyMPPp44rp2%2fdV0%2bnjisfk5Ie46bFMsaixTrSk63nn5Kx95uXxjL6trUmtqK5JrpawUrCpuE2vlr9lpOrweezp33vy3%2b2G59q7SbKusUquqrdRsJzqeezdu33snOJ6u9jygKTq33%2b7t8w%2b3%2bS7TLGot06uqbI%2b5OXwhd%2fqu37z4uqM4%2b7y&hid=111,R
"Hmm, not very useful to me, but I will try to paste that into something that will work.",F
"No, sorry, won't work because of the off-campus link.",F
"oops, can't copy hyperlink here.",F
"The authors are: Le Meunier-FitzHugh, Kenneth1 k.le-meunier-fitzhugh@uea.ac.uk",F
You can just tell me which Ebsco says is the source for the article.,F
"Piercy, Nigel F.2 nigel.piercy@wbs.ac.uk",F
Journal name?,R
Newspaper name?,R
etc.,F
"Journal of Marketing Management; Jul2009, Vol.",F
"25 Issue 5/6, p611-633, 23p, 1 Diagram, 6 Charts",F
"OK,thanks.",F
So now what we do is look to see whether the Journal of Marketing Management is a journal that we have access to in any form.,F
"sure, thx",F
"If you had used the box in Ebsco to check for Full-text at UW, you would have come up with the answer.",F
"This journal has an embargo, so if the article is not available in Ebsco, that's why.",F
The publisher makes Ebsco wait for a full year before they release the full-text.,F
http://catalog.lib.washington.edu/record=b5668686~S6,F
"Maybe by the end of July, the article will be available online.",F
"In the meantime, you can request the article through interlibrary loan and we will get it from another library that may have the print version.",F
thank you.,F
how long does that interlibrary take?,R
"It depends on which library has it, but it can be as fast as a couple of days.",F
"hmm... it'll be too late for my paper, it's due this Thursday; I'll give up on this and look for others.",F
thank you for the help!,F
"OK, sounds good.",F
And you're welcome for the help.,F
You do have to watch out for those embargoes.,F
Every library that gets the journal electronically will have the same problem.,F
thx for the tip.,F
Have a good day!,R
"
"
I need to find something that lets me know where STD is at it's highest rate and also the ethnictiy and culture it is more in.,R
"{Hello [User First Name], I'm [Lib.",G
First Name].,F
I am helping out your librarians by answering questions for them right now.,F
I'm reading what you wrote so I can help you...},F
"Hi there [User First Name], are you looking for this information at a national level?",R
Or do you mean what country/region in the,R
geographic region,F
sorry should have mentioned that first.,F
That's ok.,F
But do you mean geographic regions in the whole world?,R
Or only in the US?,R
whole world.,F
Very well.,F
I'm looking for helpful statistics right now.,R
Please hold on for just a moment.,R
ok.,F
I've found a webpage from the AVERT website which may give you a helpful start on this topic.,R
Let me send it to your screen:,R
http://www.avert.org/std-statistics.htm,F
The page should be loading to your screen now.,F
"As you'll see, the data isn't too up-to-date but the page states there are no current reports with this information.",F
overall it would be south and souteast asia right?,R
i understand it is just up to 1999 correct?,R
would oyu mind helping me cite this page.,R
"Yes, the data is from 1999 (though published in 2001), and the region with a larger proportion of infected people was Sub-Saharan Africa.",F
"(South & Southeast Asia shows as being the region where it was growing more rapidly, but the one with more people infected was still Sub-Saharan Africa).",F
Which citation style would you need to follow for your citation?,R
MLA,F
Right.,F
"Just a moment, please.",R
Here's a page with an example you can adapt:,R
http://owl.english.purdue.edu/owl/resource/747/08/,F
I don't know how to cite websites.,F
"If you scroll down almost to the middle of this page, you'll see an example given for ""A Page on a Web Site"".",F
"The page has general information on how to cite websites, and in particular the example I mentioned you could adapt to the page you want to cite.",F
Could you see the page I sent to your screen [User First Name]?,R
"what is the eHow, n.d suppose to be when I cite it?",R
"eHow is the name of the website... in the case of the page you need to cite, it's AVERT.",R
n.d. is what you need to type when there's no date of publication.,F
"In the case of your page, at the very bottom it states it was last updated in 2010, so you can provide that date.",F
"[User First Name], my screen indicates we may have lost our connection.",F
Could I please confirm you're there?,R
"{Sorry, it appears we've been disconnected.",F
Thank you for using NCknows.,F
Please feel free to call back if you want more information.},R
"
"
I bought my iPhone 3G on the 16th of last march.,F
I called AT&T and they said I was eligible for and iPhone 4 upgrade.,F
If I upgrade this year will I be able to upgrade again next year when my contract will be ending?,R
"{Hi, I'm [Lib.",G
"Different First Name], from California.",F
I am part of a group of librarians that helps to staff this service.,F
I'm reading your question right now to see how I can help you...},F
I would suggest you contact AT&T as they would have access to your contract,F
Contact options are at http://localization.att.com/loc/controller?cdvn=landinglocalization&pid=1080&cookieResetted=true&ltype=contactus,R
thank you,F
You're welcome,G
Can I help you with anything else?,R
{Thank you for using Ask Here PA.,F
It has been a pleasure assisting you and I hope you will use Ask Here PA again.},F
"
"
i can't access my account when I enter my the code on my library card...am i doing something wrong?,R
"Hello,",G
{Thanks  for using ChatÃ¢Â€Â”your source for answers.,F
"No one is available from your home library at this moment, but I will be happy to help.",F
IÃ¢Â€Â™m reading your question now and will be right with youÃ¢Â€Â¦},F
thank you,F
What happens when you enter it?,R
it says the information i submitted was invalid,F
but i have used the card before to take books out,F
"First I would try retyping it in case there was just an error, if that doesn't do it, I can send you a link to reset your pin number.",F
"ok, ill try again...but i have already tried it multiple times",F
"In that case, here is the link to reset the pin, We're sorry, but this service (AskNYPL) does not have access to your library account and cannot directly provide your PIN.",F
"Instead, please use this online form to have your PIN sent to your e-mail:   https://catalog.nypl.org/pinreset~S1",R
it didnt work,F
ok ill try that,F
The reset can take a little while to fully register.,F
"If after half an hour your reset PIN does not work then please contact your local branch (a full listing of NYPL locations and hours is available here: http://www.nypl.org/locations) or call the Mid-Manhattan Library's registration desk at 212-576-0015 or 212-340-0841 (but only during regular open hours - Monday, Tuesday, Wednesday and Thursday from 8 a.m. to 11 p.m. ; Friday from 8 a.m. to 8 p.m., and Saturday and Sunday from 10 a.m. to 6 p.m.).",F
"when i put in my barcode, it says that i need a valid email address",F
but it doesn't give me the option of putting in an email address,F
"ok, then I would call the above phone number:  call the Mid-Manhattan Library's registration desk at 212-576-0015 or 212-340-0841  Sunday from 10 a.m. to 6 p.m.",F
ok thank you for your help,F
You're welcome.,G
Hope you are up and running soon!,R
Thanks for using chat.,F
goodbye.,B
"
"
Do you have 1) 'Angels in My Hair' by Lorna Byrne on Audio CD?,R
"or, 2) My Stroke of Insight on Audio CD?",R
Thanks!,F
[User First Name] (User Gender Unknown),F
Hello,G
Let me check,R
one moment,F
"My stroke of insight : a brain scientist's personal journey    Taylor, Jill Bolte, 1959-    Publisher:   Viking,   Pub date:   2008, c2006.",F
Pages:   183 p :   ISBN:  9780670020744   Item info:    4 copies available at Central Library and    Rural Hall Branch.,R
"Holdings   Central Library    Copies    Material    Location   362.196 T    2    Adult    Nonfiction    Adult Nonfiction, 2nd Floor    1    Adult Nonfiction    Adult Nonfiction, 2nd Floor   Clemmons    Branch    Copies    Material    Location   362.196 T    1    Adult Nonfiction   Checked out   Kernersville Branch   Copies    Material    Location   362.196 T    1    Adult Nonfiction    Checked out   Rural Hall Branch    Copies",F
I don't see either of the titles on CD,F
Thank you for checking.,F
This chat function is great!,F
"glad you like it, wish we had the titles",R
is there anything else?,R
"No, thank you.",F
thanks for using NCknows,F
bye for now,B
"
"
Trying to find a pdf of:Adv Exp Med Biol.,R
2004;554:91-100.,F
I will try to look it up,F
Thank you,F
